id,name,average,usersrated,number of comments,complexity votes,average complexity,year published,min player number,max player number,min play time,max play time,expected play time,minimum age limit,category,mechanism,game designer,publisher,url
183394,Viticulture Essential Edition,7.9885,48705,6545,1441,2.8917,2015,1,6,45,90,90,13,Economic // Farming,"Victory Points as a Resource // Hand Management // Worker Placement // Solo / Solitaire Game // Race // Turn Order: Auction // Contracts // Worker Placement, Different Worker Types",Alan Stone // Jamey Stegmaier,PHALANX // Angry Lion Games // Ludofy Creative // Board Game Rookie // Arclight Games // Feuerland Spiele // Lavka Games // Regatul Jocurilor // Kilogames // Korea Boardgames // Stonemaier Games // Maldito Games // Matagot // Tower Tactic Games // Delta Vision Publishing // Ghenos Games // Surfin' Meeple China // Albi,https://boardgamegeek.com/xmlapi2/thing?id=183394&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
175914,Food Chain Magnate,8.06133,20442,3566,997,4.1976,2015,2,5,120,240,240,14,Economic // Industry / Manufacturing,Victory Points as a Resource // Simultaneous Action Selection // Market // Delayed Purchase // Modular Board // Open Drafting // Income,Jeroen Doumen // Joris Wiersinga,"MS Edizioni // Angry Lion Games // New Games Order, LLC // Fox in the Box // Splotter Spellen // Portal Games // Galápagos Jogos // Ediciones MasQueOca // Lucky Duck Games // MINDOK // One Moment Games",https://boardgamegeek.com/xmlapi2/thing?id=175914&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
366013,Heat: Pedal to the Metal,8.07565,22809,3072,692,2.1965,2022,1,6,30,60,60,10,Racing // Sports,"Simultaneous Action Selection // Hand Management // Deck, Bag, and Pool Building // Solo / Solitaire Game // Race // Simulation // Catch the Leader // Push Your Luck // Programmed Movement // Track Movement // Variable Set-up",Daniel Skjold Pedersen // Asger Harding Granerud,Lord of Boards // Kaissa Chess & Games // GoKids 玩樂小子 // Hobby Japan // Korea Boardgames // Galápagos Jogos // Gém Klub Kft. // Hobby World // ADC Blackfire Entertainment // CoolPlay // Days of Wonder,https://boardgamegeek.com/xmlapi2/thing?id=366013&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
285774,Marvel Champions: The Card Game,8.12259,23621,3264,756,2.9378,2019,1,4,45,90,90,14,Fighting // Card Game // Collectible Components // Comic Book / Strip,Variable Player Powers // Cooperative Game // Hand Management // Deck Construction // Scenario / Mission / Campaign Game // Solo / Solitaire Game // Turn Order: Progressive // Variable Set-up // Interrupts // Card Play Conflict Resolution,Caleb Grace // Michael Boggs // Nate French,NeoTroy Games // Kilogames // Korea Boardgames // ADC Blackfire Entertainment // Fantasy Flight Games,https://boardgamegeek.com/xmlapi2/thing?id=285774&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
256960,Pax Pamir: Second Edition,8.19208,14072,2502,702,3.8547,2019,1,5,45,120,120,13,Economic // Post-Napoleonic // Political // Spies/Secret Agents // Negotiation // Educational,Score-and-Reset Game // Hand Management // Increase Value of Unchosen Resources // Action Points // Area Movement // Solo / Solitaire Game // Simulation // Take That // Area Majority / Influence // Negotiation // Open Drafting // Auction: Dutch // Tags,Cole Wehrle,2Tomatoes Games // Galakta // Giochix.it // Fox in the Box // テンデイズゲームズ(TendaysGames) // CrowD Games // Korea Boardgames // Galápagos Jogos // Spielworxx // YOKA Games // Wehrlegig Games,https://boardgamegeek.com/xmlapi2/thing?id=256960&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
247763,Underwater Cities,8.06322,19610,2792,716,3.5852,2018,1,4,80,150,150,12,City Building // Card Game // Science Fiction // Nautical // Civilization // Industry / Manufacturing,Network and Route Building // Hand Management // Worker Placement // End Game Bonuses // Solo / Solitaire Game // Turn Order: Claim Action // Turn Order: Stat-Based // Income,Vladimír Suchý,"MS Edizioni // Rio Grande Games // sternenschimmermeer // MYBG Co., Ltd. // Arrakis Games // Portal Games // Atalia // Gém Klub Kft. // 数寄ゲームズ (Suki Games) // Hobby World // Delicious Games // MINDOK // MeepleBR // Pegasus Spiele",https://boardgamegeek.com/xmlapi2/thing?id=247763&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
3076,Puerto Rico,7.91818,70970,12929,6241,3.2692,2002,3,5,90,150,150,12,Economic // City Building // Farming,Action Drafting // Increase Value of Unchosen Resources // Follow // Hidden Victory Points // End Game Bonuses // Turn Order: Progressive // Variable Phase Order,Andreas Seyfarth,"Ravensburger // Swan Panasia Co., Ltd. // Rio Grande Games // VAKKO // Tilsit // Kaissa Chess & Games // Devir // alea // MINDOK // Lautapelit.fi // Filosofia Éditions // Stratelibri // Albi",https://boardgamegeek.com/xmlapi2/thing?id=3076&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
295947,Cascadia,7.95369,38644,5086,1166,1.8516,2021,1,4,30,45,45,10,Puzzle // Animals // Environmental,Victory Points as a Resource // End Game Bonuses // Solo / Solitaire Game // Hexagon Grid // Pattern Building // Tile Placement // Open Drafting // Variable Set-up,Randy Flynn,Terra Publica // Kaissa Chess & Games // Alderac Entertainment Group // Gém Klub Kft. // MINDOK // Grok Games // CMON Global Limited // MIPL // Boardgame Mall // Tower Tactic Games // Salta da Caixa // 株式会社ケンビル (KenBill) // Lord of Boards // Delirium Games // KOSMOS // Lucky Duck Games // Flatout Games // White Goblin Games // Regatul Jocurilor // CrowD Games // Little Rocket Games,https://boardgamegeek.com/xmlapi2/thing?id=295947&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
521,Crokinole,8.03651,18023,3531,691,1.2301,1876,2,4,30,30,30,8,Action / Dexterity,Team-Based Game // Flicking,(Uncredited),"Clemens Gerhards // Carrom Company // John Jaques of London // alfaset // Mitra // Korea Boardgames // Tracey Boards // M. B. Ross // Wooden Games Crokinole // Muzzies' Country Lane Woodshop // Coleco Industries, Inc. // Tischlerei Knels & Jeske GmbH // Industries Prince, Inc. // (Unknown) // Ferti // Noris Spiele // Mayday Games // Felsberger // (Public Domain) // Cogitate Games // Wooden You Know Crokinole Boards // Willard // Let's Play Games! LLC // Hilinski Brothers // BrownCastle Games // Crokinole World // Gameland 游戏大陆 // Mr. Crokinole",https://boardgamegeek.com/xmlapi2/thing?id=521&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
284378,Kanban EV,8.42438,7660,1257,453,4.3068,2020,1,4,60,180,180,14,Economic // Industry / Manufacturing,Variable Phase Order // Action Points // Worker Placement // Hand Management,Vital Lacerda,Editions Philibert // Giochix.it // Arclight Games // Eagle-Gryphon Games // Lavka Games // Geekach Games // hobbity.eu // Korea Boardgames // YOKA Games // Gém Klub Kft. // Delta Vision Publishing // Maldito Games // Skellig Games // TLAMA games,https://boardgamegeek.com/xmlapi2/thing?id=284378&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
102794,Caverna: The Cave Farmers,7.9465,34812,5588,1667,3.7774,2013,1,7,30,210,210,12,Economic // Fantasy // Animals // Farming,Automatic Resource Growth // Increase Value of Unchosen Resources // Worker Placement // Solo / Solitaire Game // Tile Placement // Turn Order: Claim Action,Uwe Rosenberg,"Swan Panasia Co., Ltd. // Ludofy Creative // Funforge // Mayfair Games // Hobby Japan // HomoLudicus // CrowD Games // Devir // Galápagos Jogos // Gemenot // Korea Boardgames // uplay.it edizioni // Lookout Games // MINDOK // Filosofia Éditions // 999 Games // Lacerta",https://boardgamegeek.com/xmlapi2/thing?id=102794&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
185343,Anachrony,8.07583,18639,3144,1032,4.0078,2017,1,4,30,120,120,15,Economic // Science Fiction,"Variable Player Powers // Worker Placement // End Game Bonuses // Solo / Solitaire Game // Contracts // Turn Order: Claim Action // Dice Rolling // Worker Placement, Different Worker Types",Viktor Peter // Dávid Turczi // Richard Amann,"Games Warehouse // Grok Games // Super Meeple // MYBG Co., Ltd. // Albi Polska // Engames // CrowD Games // Korea Boardgames // Quality Beast // Reflexshop // YOKA Games // Maldito Games // Skellig Games // Mindclash Games // Albi",https://boardgamegeek.com/xmlapi2/thing?id=185343&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
170216,Blood Rage,7.92845,47141,7015,1545,2.8809,2015,2,4,60,90,90,14,Fantasy // Fighting // Miniatures // Mythology,Closed Drafting // Simultaneous Action Selection // Hand Management // Action Points // Area Movement // Memory // Take That // Area Majority / Influence // Map Reduction // Open Drafting // Card Play Conflict Resolution,Eric M. Lang,Cool Mini Or Not // Guillotine Games // CMON Global Limited // MIPL // Arclight Games // BoardM Factory // Fantasmagoria // Portal Games // Game Harbor // CrowD Games // Geekach Games // Edge Entertainment // Asterion Press // Galápagos Jogos // REXhry // Delta Vision Publishing // Asmodee,https://boardgamegeek.com/xmlapi2/thing?id=170216&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
184267,On Mars,8.19061,12595,2130,1575,4.673,2020,1,4,90,150,150,14,Economic // Space Exploration // City Building // Territory Building // Exploration // Science Fiction,Movement Points // Moving Multiple Units // Worker Placement // End Game Bonuses // Delayed Purchase // Solo / Solitaire Game // Tech Trees / Tech Tracks // Contracts // Hexagon Grid // Tile Placement // Set Collection // Variable Phase Order // Income,Vital Lacerda,Angry Lion Games // Giochix.it // Arclight Games // Mosaico Jogos // Eagle-Gryphon Games // Lavka Games // hobbity.eu // Korea Boardgames // YOKA Games // Delta Vision Publishing // Maldito Games // Skellig Games // TLAMA games,https://boardgamegeek.com/xmlapi2/thing?id=184267&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
314040,Pandemic Legacy: Season 0,8.39874,7654,1123,152,3.1513,2020,2,4,45,60,60,14,Spies/Secret Agents,Variable Player Powers // Cooperative Game // Hand Management // Action Points // Scenario / Mission / Campaign Game // Legacy Game // Point to Point Movement // Set Collection // Trading // Tags,Matt Leacock // Rob Daviau,Z-Man Games // Hobby Japan // Korea Boardgames // Galápagos Jogos // Rebel Sp. z o.o. // Gém Klub Kft. // Lifestyle Boardgames Ltd,https://boardgamegeek.com/xmlapi2/thing?id=314040&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
31260,Agricola,7.87521,72772,13801,6343,3.6358,2007,1,5,30,150,150,12,Economic // Animals // Farming,Closed Drafting // Automatic Resource Growth // Variable Player Powers // Increase Value of Unchosen Resources // Hand Management // Worker Placement // Enclosure // Solo / Solitaire Game // Turn Order: Claim Action,Uwe Rosenberg,"Swan Panasia Co., Ltd. // Brain Games // Compaya.hu: Gamer Café Kft. // Smart Ltd // Funforge // Z-Man Games // Hobby Japan // HomoLudicus // Devir // Korea Boardgames // Stratelibri // Hobby World // Lookout Games // MINDOK // Filosofia Éditions // Ystari Games // 999 Games // Lacerta",https://boardgamegeek.com/xmlapi2/thing?id=31260&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
255984,Sleeping Gods,8.21375,12010,2444,421,3.2423,2021,1,4,60,1200,1200,13,Fighting // Adventure // Nautical // Fantasy // Exploration,Cooperative Game // Hand Management // Action Points // Events // Scenario / Mission / Campaign Game // Solo / Solitaire Game // Storytelling // Push Your Luck // Narrative Choice / Paragraph,Ryan Laukat,Schwerkraft-Verlag // DV Games // Conclave Editora // Lotus Frog Games // Lavka Games // リゴレ (rigoler) // Red Raven Games // Reflexshop // REXhry // Maldito Games // Lucky Duck Games // Games7Days // Banana Games // Keep Exploring Games,https://boardgamegeek.com/xmlapi2/thing?id=255984&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
221107,Pandemic Legacy: Season 2,8.03173,16890,2657,320,3.2531,2017,2,4,60,60,60,14,Exploration // Science Fiction // Medical // Environmental,Variable Player Powers // Cooperative Game // Pick-up and Deliver // Hand Management // Action Points // Scenario / Mission / Campaign Game // Legacy Game // Point to Point Movement // Set Collection // Trading // Tags,Matt Leacock // Rob Daviau,Z-Man Games // Lifestyle Boardgames Ltd // Hobby Japan // Devir // Korea Boardgames // Gém Klub Kft. // Asmodee // Lacerta,https://boardgamegeek.com/xmlapi2/thing?id=221107&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
161533,Lisboa,8.18833,11111,2029,1044,4.5843,2017,1,4,60,120,120,12,Economic // City Building // Industry / Manufacturing // Political,Hand Management // Solo / Solitaire Game // Area Majority / Influence // Tile Placement // Open Drafting,Vital Lacerda,Angry Lion Games // Giochix.it // Eagle-Gryphon Games // Lavka Games // hobbity.eu // YOKA Games // Delta Vision Publishing // Maldito Games // Mandala Jogos // TLAMA games,https://boardgamegeek.com/xmlapi2/thing?id=161533&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
205059,Mansions of Madness: Second Edition,7.94795,36388,4960,754,2.691,2016,1,5,120,180,180,14,Miniatures // Adventure // Mythology // Horror // Murder/Mystery // Fighting // Exploration // Puzzle,Variable Player Powers // Cooperative Game // Hand Management // Area Movement // Scenario / Mission / Campaign Game // Solo / Solitaire Game // Modular Board // Traitor Game // Stat Check Resolution // Dice Rolling // Role Playing // Map Addition,Nikki Valens,Galakta // Arclight Games // Heidelberger Spieleverlag // Meanbook Games // Geekach Games // Korea Boardgames // Edge Entertainment // Asterion Press // Galápagos Jogos // Siam Board Games // Hobby World // ADC Blackfire Entertainment // Fantasy Flight Games,https://boardgamegeek.com/xmlapi2/thing?id=205059&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
253344,Cthulhu: Death May Die,8.18215,12445,2028,370,2.4757,2019,1,5,90,120,120,14,Novel-based // Fighting // Miniatures // Horror // Fantasy,Variable Player Powers // Cooperative Game // Action Points // Area Movement // Scenario / Mission / Campaign Game // Solo / Solitaire Game // Dice Rolling // Role Playing,Eric M. Lang // Rob Daviau,Guillotine Games // CMON Global Limited // Arclight Games // BoardM Factory // Portal Games // Game Harbor // REXhry // Edge Entertainment // Galápagos Jogos // Ігромаг // Delta Vision Publishing // Hobby World // Asmodee,https://boardgamegeek.com/xmlapi2/thing?id=253344&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
126163,Tzolk'in: The Mayan Calendar,7.85938,39326,5713,1983,3.6662,2012,2,4,90,90,90,13,Economic // Mythology // Civilization // Ancient // Farming,Worker Placement // Bias // End Game Bonuses // Turn Order: Claim Action,Simone Luciani // Daniele Tascini,"Czech Games Edition // Feelindigo // Rio Grande Games // Zacatrus // Heidelberger Spieleverlag // DiceTree Games // The Game Master BV // More Fun Co., Ltd. // Hobby Japan // Devir // Rebel Sp. z o.o. // Lex Games // IELLO // MINDOK // Cranio Creations // GaGa Games // One Moment Games",https://boardgamegeek.com/xmlapi2/thing?id=126163&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1
